,Batch,Cell,Cell_line,Fullname,Place,Platform,Protocol,Protocol2,Read_type,Well,repeat
FCHHLWGBBXX_L4_CWHPEI17050251,K562_A1_P101_H,27,K562,K562_A1_P101_H_27,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050252,K562_A1_P101_H,28,K562,K562_A1_P101_H_28,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050254,K562_A1_P101_H,30,K562,K562_A1_P101_H_30,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050256,K562_A1_P101_H,32,K562,K562_A1_P101_H_32,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050257,K562_A1_P101_H,33,K562,K562_A1_P101_H_33,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050258,K562_A1_P101_H,34,K562,K562_A1_P101_H_34,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050259,K562_A1_P101_H,35,K562,K562_A1_P101_H_35,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050260,K562_A1_P101_H,36,K562,K562_A1_P101_H_36,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050263,K562_A1_P101_H,39,K562,K562_A1_P101_H_39,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050264,K562_A1_P101_H,40,K562,K562_A1_P101_H_40,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050265,K562_A1_P101_H,41,K562,K562_A1_P101_H_41,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050266,K562_A1_P101_H,42,K562,K562_A1_P101_H_42,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050267,K562_A1_P101_H,43,K562,K562_A1_P101_H_43,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050268,K562_A1_P101_H,44,K562,K562_A1_P101_H_44,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050269,K562_A1_P101_H,45,K562,K562_A1_P101_H_45,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050270,K562_A1_P101_H,46,K562,K562_A1_P101_H_46,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050271,K562_A1_P101_H,47,K562,K562_A1_P101_H_47,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050272,K562_A1_P101_H,48,K562,K562_A1_P101_H_48,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHKC5KBBXX_L2_CWHPEI17050273,K562_B_P101_H,49,K562,K562_B_P101_H_01,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050274,K562_B_P101_H,50,K562,K562_B_P101_H_02,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050275,K562_B_P101_H,51,K562,K562_B_P101_H_03,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050289,K562_B_P101_H,53,K562,K562_B_P101_H_04,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050277,K562_B_P101_H,53,K562,K562_B_P101_H_05,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050279,K562_B_P101_H,55,K562,K562_B_P101_H_07,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050280,K562_B_P101_H,56,K562,K562_B_P101_H_08,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050281,K562_B_P101_H,57,K562,K562_B_P101_H_09,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050282,K562_B_P101_H,58,K562,K562_B_P101_H_10,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050283,K562_B_P101_H,59,K562,K562_B_P101_H_11,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050284,K562_B_P101_H,60,K562,K562_B_P101_H_12,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050285,K562_B_P101_H,49,K562,K562_B_P101_H_13,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050299,K562_B_P101_H,51,K562,K562_B_P101_H_14,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050287,K562_B_P101_H,51,K562,K562_B_P101_H_15,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050301,K562_B_P101_H,53,K562,K562_B_P101_H_16,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050291,K562_B_P101_H,55,K562,K562_B_P101_H_19,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050292,K562_B_P101_H,56,K562,K562_B_P101_H_20,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050293,K562_B_P101_H,57,K562,K562_B_P101_H_21,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050294,K562_B_P101_H,58,K562,K562_B_P101_H_22,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050295,K562_B_P101_H,59,K562,K562_B_P101_H_23,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050296,K562_B_P101_H,60,K562,K562_B_P101_H_24,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050297,K562_B_P101_H,49,K562,K562_B_P101_H_25,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050298,K562_B_P101_H,50,K562,K562_B_P101_H_26,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050303,K562_B_P101_H,55,K562,K562_B_P101_H_31,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050304,K562_B_P101_H,56,K562,K562_B_P101_H_32,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050306,K562_B_P101_H,58,K562,K562_B_P101_H_34,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050307,K562_B_P101_H,59,K562,K562_B_P101_H_35,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
FCHKC5KBBXX_L2_CWHPEI17050308,K562_B_P101_H,60,K562,K562_B_P101_H_36,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Library rep,PE101,UNK,K562 Library rep
CL100022584_L02_1,ESC_A1_S50_B,1,ESC,ESC_A1_S50_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_2,ESC_A1_S50_B,2,ESC,ESC_A1_S50_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_3,ESC_A1_S50_B,3,ESC,ESC_A1_S50_B_03,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_4,ESC_A1_S50_B,4,ESC,ESC_A1_S50_B_04,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_6,ESC_A1_S50_B,6,ESC,ESC_A1_S50_B_06,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_7,ESC_A1_S50_B,7,ESC,ESC_A1_S50_B_07,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_8,ESC_A1_S50_B,8,ESC,ESC_A1_S50_B_08,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_10,ESC_A1_S50_B,10,ESC,ESC_A1_S50_B_10,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_11,ESC_A1_S50_B,11,ESC,ESC_A1_S50_B_11,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_12,ESC_A1_S50_B,12,ESC,ESC_A1_S50_B_12,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_13,ESC_A1_S50_B,13,ESC,ESC_A1_S50_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_14,ESC_A1_S50_B,14,ESC,ESC_A1_S50_B_14,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_15,ESC_A1_S50_B,15,ESC,ESC_A1_S50_B_15,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_16,ESC_A1_S50_B,16,ESC,ESC_A1_S50_B_16,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_17,ESC_A1_S50_B,17,ESC,ESC_A1_S50_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_18,ESC_A1_S50_B,18,ESC,ESC_A1_S50_B_18,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_19,ESC_A1_S50_B,19,ESC,ESC_A1_S50_B_19,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_21,ESC_A1_S50_B,21,ESC,ESC_A1_S50_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_22,ESC_A1_S50_B,22,ESC,ESC_A1_S50_B_22,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_23,ESC_A1_S50_B,23,ESC,ESC_A1_S50_B_23,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_24,ESC_A1_S50_B,24,ESC,ESC_A1_S50_B_24,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_26,ESC_A1_S50_B,26,ESC,ESC_A1_S50_B_26,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_27,ESC_A1_S50_B,27,ESC,ESC_A1_S50_B_27,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_28,ESC_A1_S50_B,28,ESC,ESC_A1_S50_B_28,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_29,ESC_A1_S50_B,29,ESC,ESC_A1_S50_B_29,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_30,ESC_A1_S50_B,30,ESC,ESC_A1_S50_B_30,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_31,ESC_A1_S50_B,31,ESC,ESC_A1_S50_B_31,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_32,ESC_A1_S50_B,32,ESC,ESC_A1_S50_B_32,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_33,ESC_A1_S50_B,33,ESC,ESC_A1_S50_B_33,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_35,ESC_A1_S50_B,35,ESC,ESC_A1_S50_B_35,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_36,ESC_A1_S50_B,36,ESC,ESC_A1_S50_B_36,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_38,ESC_A1_S50_B,38,ESC,ESC_A1_S50_B_38,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_39,ESC_A1_S50_B,39,ESC,ESC_A1_S50_B_39,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_40,ESC_A1_S50_B,40,ESC,ESC_A1_S50_B_40,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_41,ESC_A1_S50_B,41,ESC,ESC_A1_S50_B_41,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_42,ESC_A1_S50_B,42,ESC,ESC_A1_S50_B_42,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_43,ESC_A1_S50_B,43,ESC,ESC_A1_S50_B_43,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_44,ESC_A1_S50_B,44,ESC,ESC_A1_S50_B_44,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_45,ESC_A1_S50_B,45,ESC,ESC_A1_S50_B_45,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022584_L02_48,ESC_A1_S50_B,48,ESC,ESC_A1_S50_B_48,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE50,UNK,ESC Sequencing rep1
CL100022777_L02_1,ESC_A1_S100_B,1,ESC,ESC_A1_S100_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_2,ESC_A1_S100_B,2,ESC,ESC_A1_S100_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_3,ESC_A1_S100_B,3,ESC,ESC_A1_S100_B_03,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_4,ESC_A1_S100_B,4,ESC,ESC_A1_S100_B_04,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_6,ESC_A1_S100_B,6,ESC,ESC_A1_S100_B_06,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_7,ESC_A1_S100_B,7,ESC,ESC_A1_S100_B_07,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_8,ESC_A1_S100_B,8,ESC,ESC_A1_S100_B_08,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_10,ESC_A1_S100_B,10,ESC,ESC_A1_S100_B_10,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_11,ESC_A1_S100_B,11,ESC,ESC_A1_S100_B_11,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_12,ESC_A1_S100_B,12,ESC,ESC_A1_S100_B_12,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_13,ESC_A1_S100_B,13,ESC,ESC_A1_S100_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_14,ESC_A1_S100_B,14,ESC,ESC_A1_S100_B_14,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_15,ESC_A1_S100_B,15,ESC,ESC_A1_S100_B_15,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_16,ESC_A1_S100_B,16,ESC,ESC_A1_S100_B_16,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_17,ESC_A1_S100_B,17,ESC,ESC_A1_S100_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_18,ESC_A1_S100_B,18,ESC,ESC_A1_S100_B_18,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_19,ESC_A1_S100_B,19,ESC,ESC_A1_S100_B_19,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_21,ESC_A1_S100_B,21,ESC,ESC_A1_S100_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_22,ESC_A1_S100_B,22,ESC,ESC_A1_S100_B_22,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_23,ESC_A1_S100_B,23,ESC,ESC_A1_S100_B_23,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_24,ESC_A1_S100_B,24,ESC,ESC_A1_S100_B_24,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_26,ESC_A1_S100_B,26,ESC,ESC_A1_S100_B_26,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_27,ESC_A1_S100_B,27,ESC,ESC_A1_S100_B_27,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_28,ESC_A1_S100_B,28,ESC,ESC_A1_S100_B_28,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_29,ESC_A1_S100_B,29,ESC,ESC_A1_S100_B_29,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_30,ESC_A1_S100_B,30,ESC,ESC_A1_S100_B_30,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_31,ESC_A1_S100_B,31,ESC,ESC_A1_S100_B_31,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_32,ESC_A1_S100_B,32,ESC,ESC_A1_S100_B_32,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_33,ESC_A1_S100_B,33,ESC,ESC_A1_S100_B_33,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_35,ESC_A1_S100_B,35,ESC,ESC_A1_S100_B_35,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_36,ESC_A1_S100_B,36,ESC,ESC_A1_S100_B_36,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_38,ESC_A1_S100_B,38,ESC,ESC_A1_S100_B_38,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_39,ESC_A1_S100_B,39,ESC,ESC_A1_S100_B_39,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_40,ESC_A1_S100_B,40,ESC,ESC_A1_S100_B_40,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_41,ESC_A1_S100_B,41,ESC,ESC_A1_S100_B_41,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_42,ESC_A1_S100_B,42,ESC,ESC_A1_S100_B_42,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_43,ESC_A1_S100_B,43,ESC,ESC_A1_S100_B_43,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_44,ESC_A1_S100_B,44,ESC,ESC_A1_S100_B_44,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_45,ESC_A1_S100_B,45,ESC,ESC_A1_S100_B_45,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100022777_L02_48,ESC_A1_S100_B,48,ESC,ESC_A1_S100_B_48,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,SE100,UNK,ESC Sequencing rep1
CL100037423_L01_1,ESC_A1_P100_B,1,ESC,ESC_A1_P100_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_10,ESC_A1_P100_B,10,ESC,ESC_A1_P100_B_10,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_11,ESC_A1_P100_B,11,ESC,ESC_A1_P100_B_11,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_12,ESC_A1_P100_B,12,ESC,ESC_A1_P100_B_12,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_13,ESC_A1_P100_B,13,ESC,ESC_A1_P100_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_14,ESC_A1_P100_B,14,ESC,ESC_A1_P100_B_14,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
